asv	kingdom	phylum	class	order	family	genus	species
d3ec129589170239b32d694dd11eff68	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
468aad51b245d8ba76501a015a8a7c12	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
133d05a97dca2c4c6ec7453b39a1c113	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
064f56cfad846a4062bf1ff5cf3b2a0e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
670985d70d4cc7d5fb3521f797d240c3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
bb83f3ce6ce971bb08c6fb876a3be4ae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
f8b911af932ba9b93e33f206add281ec	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
74a03080daef3cfb7918b400bdd2b692	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
b8ed10ab2502bdd4630f7c8bd0750189	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	uncultured bacterium
692a8077b906107e415847aee384039e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
68814a7d51e31b156b147e41d6306f2c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
8daf186a2de4169451cd76cd7f8e48f1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
b907eb6875297e8b7b24ea2a531f3775	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Anaerovorax	uncultured bacterium
87e9d7ed0e881c44ba8b57e04d3844c6	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
2dc0aed6d3cf8c02842fb87683014dc8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
bd18f5ff6493bd9874896444c4e40b71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
bdcb56302c899529e1323d47a483700a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
1b99c2600382bdfbd67f6462b33eee21	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
b3ee2d5e619f5542711a2358aaa2c984	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
566f896239cca249be677fba9784c057	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5573a06c917056e8aa773c1525109844	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	uncultured bacterium
a72b623a94f772c0c84e0f789acdd969	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
abc7c31c5d420696e4f5133eb84e7eac	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
006ed7284bda59988c85c814b46559c4	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	uncultured bacterium
b19e22708fdfee533a3371ff9bc3094c	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
42b6ca70064a41e70238d4293d459d10	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured rumen bacterium
dcf5c1506d52c126fffb0d8dee926f9e	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	uncultured bacterium
89fb2bdadafbf0f55032fd46c30645ca	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
494af41e11267511d25739205a669409	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	uncultured rumen bacterium
3663581f5f228c8142e84bb0783c3d0a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
e665e115c7623ec222f5173906f5a5b5	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
f663807dfd31f761447d765459fc50a0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	wallaby gut metagenome
a6ebf3e8a4767344d3b91189167d46fb	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
6cbab9889d9a545e0078c741dd2a24aa	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	uncultured bacterium
3c74336ddaa649f85d7ec4dc92d376f6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	Ambiguous_taxa
b14104239c7e71cc0190d3cb66235d24	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
304b7bfe6a8bdb198d96e525bb4b69fe	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	NA
228d0ea9e46b49014956b2229f83ce6d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	p-2534-18B5 gut group	uncultured bacterium	uncultured bacterium
d716e63ad52edb8e6ce45d9606cd6203	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
43a7bd208d8561c8ecd9b0c97d61671d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
caa3d897d8f8cac04305aecbdf57afd0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
0e24d7c7d54e909f97957f47d3dee60a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
dcf0c3c6c05a227da2060368b0d40c87	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
f80886eb1b5fdcb9356c578177f63414	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
1b91b67114783aa5da962a4e605a9605	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
72cb7fbe702e72662c3e00fade5cc520	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
f5f825090cbd082ca759d089568f3f31	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	uncultured bacterium
af305387e8f24564aae90ff567cc965f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	NA
b07fd04ee38a91dc5a15bb1f50958c42	Bacteria	Proteobacteria	Deltaproteobacteria	Rs-K70 termite group	NA	NA	NA
6e49496d5bf268c50471cfb9769e2abc	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA	NA
d905088d10b630feb81da6f0e17dcf12	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
6a22dff08dc8a48a9bd966450b0b4357	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
858c27d10a64b62d814695f630c95756	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
e5d62b212db3a1451eed63235639618a	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	uncultured bacterium
6983662a4e54901fb592fbaeb47c10c6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
e2747684c4a2aca71fd4ff466cb22914	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
69a47a72d6fa49d313c19dbf95dc9746	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
9613e4b0ba22f725d943fa2e677a98da	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] ventriosum group	Ambiguous_taxa
18decd0cd8d95d08b40fd6d49e01577e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
f52259e87a7ac9173549ddf943025aab	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	uncultured rumen bacterium
7fa0e0686630f5c4b04f4e636bfc0c70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
389cf39714f9893c04f0d83aa48441d3	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	NA
15f918daa7b34d5f57a7e0a8fc3a735e	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Anaerovorax	uncultured bacterium
8378fa5773a727d80a6585cda1577182	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured bacterium
c7430f0369bd59a1066c5aff198c4bad	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
a0c48fde3f777895d61d469b9d865c04	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
886d977c65c2e2e4334d40d5944e23a0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	NA
f87f0853fa2d54711f850aaff7f9f24a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
bf156368bb2dd5a6d96f6a35a1145371	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
5f46ac03b11bc730475326899b9e0f5f	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Anaerovorax	uncultured bacterium
31f31159eeceb70dc6f7e53e8a4de26e	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured Desulfovibrionaceae bacterium
8fae0a626f176fc98957522996d4c291	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
ab1f7280b37760ac5b47cb475c50b6d4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
ad764b5145ef581ac9f2edda4c9d8690	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	horsej-a03	uncultured bacterium
6016eabdc439f4e10b0ff87b817ef3f7	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Ambiguous_taxa
9e28f75e3fdc53f294f23c7c8ca9996e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5d6a4f0433f5f83381a325e50e661cb8	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
74819abe8066a14f65ad589872e566f5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
b0c5003f0833dcffd5043553ede38258	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
d2b537fdc163905fa746366eb21bdfbe	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	Ambiguous_taxa
1d96756bfbb04812ab05076662bc831b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
93eb4d1592820a517d50941435b16de6	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
868b16a43f83bacccca08305f660d6dd	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	NA
cf124ae8780e27048c007c68faf76035	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
886976b2de104c42fb9a164681bedc28	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
f520f96fec8ed664c367dd9b11bcdde4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured rumen bacterium
a67918a3ab44352f487661e0a0f0d21d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured bacterium
89e450d4ac5cef63aba5e9fddd89d6b1	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	uncultured bacterium
5b2e0350633f77196a18c3f36459cfc9	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
6122821bda1e14bbfcfde5d649e65043	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
a06c3e5fa1d08dc69ec9d0fdc7b8f459	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
07586b283074eb0a5aca2fef20991355	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
5930f20af4153d0f8b22de11eb7b0e67	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
3b0162fc697875a2d2ab86c17d506a7e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5366f72a946c9c78ea4b915adab7a576	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5f90e892e6caff983c43ca9df97b33f5	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
a1e8dbe5ea2521da2233448135f8c1db	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
6844b3e69ee08a1598c4d400da6552f6	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
a3bf3f90b549e13606157d81b81047d6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
3785d9be8646ce90e6078a095bfb05bd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	uncultured bacterium
bdaf4ef30c6d3377115ed88729319cfb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
9047ae6b07cd50a0267050637c5356d5	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	uncultured bacterium
9abd2f6d15c96267d246d63ebb80d9de	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
938525e21b83ebe823c19f842e50c0fc	Bacteria	Proteobacteria	Deltaproteobacteria	Rs-K70 termite group	NA	NA	NA
961a786f065670d58a4a6986168145cc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
1a2301b09e74c9f6d98058743770d550	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	NA
bdad7ecb1343d541655345a1948a3290	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
3ad66f2cec7b17a8dd6001fa2eb4891c	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Ambiguous_taxa
fc926433c1648b606e8737aa6a4e6190	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
4efc3745989dbae9b4cb391bf39f313a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
090df3e9c88b12e0847bc10e9b726998	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured bacterium
1e1aa384995b624c2974fc354bdbf6f9	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
8213622948d8278661d5ffef8f8ac846	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
183bf32dd72d852a2a1a350eef9a6753	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
b619d42ba109ab5c213b52df9300eb88	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	NA
76a201e20c0097bb444c8f0500bf9027	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	wallaby gut metagenome
4df8473b0be4ef1e59f0b0709c586919	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	NA
299eabb681d426372147e803249843a7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
77ee77471b7c87cc8a804a5681cd825d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
ad879efedeae1d891adbb1fd5371a2dd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
5c57430c240df1a8282330d71811b9df	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured bacterium
64cd0cec44c7015ce37e278c8c8a558c	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	uncultured	NA
b3cfec59ccccc136976b615010f27c82	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
bc900a06d2d3957549c843c1da0791ed	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
ae80c3a861c15b12e1646735eb439755	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
cc6e0b31da8135ac8b1efd1c86a616df	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
74f2c3414fa1cb7cec3f66bef71a351b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	Ambiguous_taxa
7d5ab2e28b2530bf66df0494917b8197	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
7331bbc79202217f75be6274a7c85955	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
77363960344dcd57c73fdb9667228475	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
47988ab5482a61eb3d0919a0f259c3de	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
14eb1b0a8ddfbe5a14b415b694da21bd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	NA
3d9164307600daf305572d7cf01f31db	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
c9dd725eb9d88fcb024c3cff598d5651	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured bacterium
f8e91b9c3e053739a2d7a6c9824e6653	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
42c2968a2ec42976ee851086bc91ecfb	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20	uncultured bacterium
d74bd512a9c7a809787568edc43b67e7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	wallaby gut metagenome
405acd620fbc54c4fa9cb64de8418196	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
8ba0f6141a84a273dadc616f2bf0c66a	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
8c875eaf1b53e5ad07403a95f8de5c22	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
0771a306d6c1f028c84a3596cfbc336e	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
e54b2b80167fbb603e90118888d19fff	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5bd72dc839fc73528c45596ca62b77f8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA
8cc8353821b105fb78ee3629e85eac4c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
b894566f16d2553cfd2c78ac2a73ba43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
b9b4a1c8e1336b8dfb9e25ee23e69e67	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
56ad2f09ad9ecb1fac3c63c56f274148	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Anaerovorax	uncultured bacterium
6e6e76bdd482845b7b030d91de6bfa26	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
6064e2a1895bfb967cfa0a4abe8c6cfc	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
ed69742058e3bac4c3a85fc0a21ed285	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
ec6304639b426c0c95e089f16fe738ef	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	NA
12af6cbce9fa88ee090e7eb98933e9f5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
3448341097cff34f498ef18acc3caa8e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
c69c469e2cfcc60c0beea49a1bfe578e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
8c148b8314528f144d1d928941aa5a0a	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
82ea615d9bfb09180b785bcc6c367410	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
2e69c6ed7948f52a2c06e396d4d3d94d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
33c6c8d6eb2f7a1756ef1f61705b1ecd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
5701e649eaf2f1fdec7e84002e48bee7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
9abf0abcc8d5be6233b2e9ac68a4b289	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
821ae9699b3bff903e67103048d44116	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
fbd73f26463b3e5e28e2d115982dfbcc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
87764877a6870641dfe67816df653033	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	NA
5f8059b5bc98d1868d11f4419585e1e0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
8e6f28289afd501a509b1515cc1c3d2d	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
6caebfa0688c173adb84e8e065388ec5	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
7842a433c5c0271371dba64a011c2d4b	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII UCG-001	uncultured bacterium
6f723bb42d30af5a03fab9d7e31740e9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
371043d6ecfc03ecac1358a064c9dd78	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
e2f6a531bc64c892b56a06d2aed991f7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	NA
667043442287199f10b54b6c46435539	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
8fe1a7f717597a8ce48eb9c0835e300c	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	uncultured bacterium
